"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6QJE5","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6QJE5","0.0","0.0","0.562","0.0","0.0",,"0.0","0.562","0.042"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B5XZZ9","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B5XZZ9","0.0","0.0","0.562","0.0","0.0",,"0.0","0.562","0.042"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6C279","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6C279","0.0","0.0","0.562","0.0","0.0",,"0.0","0.562","0.042"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6PQN7","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6PQN7","0.0","0.0","0.511","0.0","0.0",,"0.0","0.567","0.151"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6RD09","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6RD09","0.051","0.0","0.529","0.0","0.0",,"0.116","0.573","0.048"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6MMG6","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6MMG6","0.051","0.0","0.529","0.0","0.0",,"0.116","0.573","0.048"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6KGH8","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6KGH8","0.051","0.0","0.529","0.0","0.0",,"0.116","0.573","0.048"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6QFF8","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6QFF8","0.095","0.0","0.505","0.138","0.0",,"0.0","0.586","0.056"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B5YV72","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B5YV72","0.0","0.115","0.511","0.0","0.0",,"0.0","0.593","0.136"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6TMJ5","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6TMJ5","0.0","0.0","0.648","0.0","0.0",,"0.0","0.652","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6ARZ8","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6ARZ8","0.0","0.0","0.648","0.0","0.0",,"0.0","0.652","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6SH91","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6SH91","0.0","0.0","0.648","0.0","0.0",,"0.0","0.652","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6ILP3","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6ILP3","0.0","0.0","0.648","0.0","0.0",,"0.0","0.652","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6PNR0","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6PNR0","0.0","0.0","0.648","0.0","0.0",,"0.0","0.652","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6C3E1","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6C3E1","0.0","0.0","0.648","0.0","0.0",,"0.0","0.652","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.Q8W0Q1","false","pp","4565.A0A2X0S9K6 (pp) 4565.Q8W0Q1","0.054","0.0","0.648","0.0","0.0",,"0.0","0.657","0.054"
"pp","4565.A0A2X0S9K6 (pp) 4565.W5C1H4","false","pp","4565.A0A2X0S9K6 (pp) 4565.W5C1H4","0.129","0.0","0.607","0.0","0.0",,"0.052","0.663","0.085"
"pp","4565.A0A2X0S9K6 (pp) 4565.B2LXU4","false","pp","4565.A0A2X0S9K6 (pp) 4565.B2LXU4","0.045","0.0","0.748","0.0","0.0",,"0.0","0.777","0.148"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B5ZN99","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B5ZN99","0.0","0.0","0.748","0.0","0.0",,"0.156","0.81","0.181"
"pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6SHQ4","false","pp","4565.A0A2X0S9K6 (pp) 4565.A0A3B6SHQ4","0.0","0.0","0.755","0.0","0.0",,"0.169","0.849","0.319"
"pp","4565.A0A2X0S9W1 (pp) 4565.A0A3B5ZX79","false","pp","4565.A0A2X0S9W1 (pp) 4565.A0A3B5ZX79","0.0","0.0","0.424","0.0","0.0",,"0.0","0.442","0.072"
"pp","4565.A0A2X0S9W1 (pp) 4565.A0A3B6IU39","false","pp","4565.A0A2X0S9W1 (pp) 4565.A0A3B6IU39","0.0","0.0","0.414","0.144","0.0",,"0.0","0.476","0.0"
"pp","4565.A0A2X0S9W1 (pp) 4565.A0A3B6PGW6","false","pp","4565.A0A2X0S9W1 (pp) 4565.A0A3B6PGW6","0.0","0.0","0.517","0.16","0.0",,"0.0","0.576","0.0"
"pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6MRR2","false","pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6MRR2","0.0","0.0","0.0","0.0","0.0",,"0.0","0.403","0.403"
"pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6ER05","false","pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6ER05","0.0","0.0","0.0","0.0","0.0",,"0.0","0.403","0.403"
"pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6CAY7","false","pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6CAY7","0.098","0.0","0.543","0.0","0.0",,"0.0","0.57","0.0"
"pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6NVQ1","false","pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6NVQ1","0.681","0.0","0.0","0.0","0.0",,"0.0","0.681","0.0"
"pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6A3T6","false","pp","4565.A0A2X0SGP8 (pp) 4565.A0A3B6A3T6","0.101","0.0","0.686","0.745","0.0",,"0.0","0.943","0.305"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6GVD4","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6GVD4","0.0","0.0","0.307","0.138","0.0",,"0.0","0.405","0.085"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6R7N3","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6R7N3","0.0","0.228","0.153","0.123","0.0",,"0.0","0.407","0.088"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6SBP1","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6SBP1","0.0","0.284","0.178","0.103","0.0",,"0.0","0.461","0.1"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JIV5","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JIV5","0.0","0.0","0.421","0.11","0.0",,"0.0","0.462","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6LK22","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6LK22","0.0","0.0","0.444","0.083","0.0",,"0.0","0.469","0.043"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6NUY0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6NUY0","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6LRR0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6LRR0","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.W5CWW2","false","pp","4565.A0A2X0SL50 (pp) 4565.W5CWW2","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YW69","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YW69","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5Z1S4","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5Z1S4","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6FTA5","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6FTA5","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RCC3","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RCC3","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6ITI0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6ITI0","0.0","0.0","0.459","0.083","0.0",,"0.0","0.497","0.069"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6I0T8","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6I0T8","0.0","0.0","0.37","0.065","0.0",,"0.0","0.505","0.228"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6LHL0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6LHL0","0.0","0.0","0.494","0.078","0.0",,"0.0","0.513","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6IJP3","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6IJP3","0.0","0.0","0.494","0.078","0.0",,"0.0","0.513","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5Z3B4","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5Z3B4","0.0","0.0","0.494","0.078","0.0",,"0.0","0.513","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YZG4","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YZG4","0.0","0.0","0.52","0.0","0.0",,"0.0","0.527","0.055"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MN94","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MN94","0.0","0.0","0.444","0.111","0.0",,"0.0","0.537","0.139"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6I3N7","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6I3N7","0.0","0.0","0.444","0.111","0.0",,"0.0","0.537","0.139"
"pp","4565.A0A2X0SL50 (pp) 4565.Q1W693","false","pp","4565.A0A2X0SL50 (pp) 4565.Q1W693","0.0","0.0","0.484","0.081","0.0",,"0.0","0.537","0.103"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6PU04","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6PU04","0.0","0.0","0.444","0.111","0.0",,"0.0","0.537","0.139"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6IVD6","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6IVD6","0.0","0.0","0.444","0.111","0.0",,"0.0","0.537","0.139"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JIF8","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JIF8","0.0","0.0","0.444","0.111","0.0",,"0.0","0.537","0.139"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6C4M0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6C4M0","0.0","0.0","0.463","0.0","0.0",,"0.0","0.54","0.18"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RE96","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RE96","0.0","0.0","0.532","0.064","0.0",,"0.0","0.543","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6GWU6","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6GWU6","0.0","0.0","0.498","0.105","0.0",,"0.0","0.546","0.071"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6HUF2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6HUF2","0.0","0.0","0.51","0.075","0.0",,"0.0","0.552","0.093"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6A3J2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6A3J2","0.0","0.0","0.482","0.0","0.0",,"0.0","0.559","0.184"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5XZU5","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5XZU5","0.0","0.0","0.516","0.0","0.0",,"0.0","0.563","0.135"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6DE15","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6DE15","0.0","0.0","0.51","0.148","0.0",,"0.0","0.564","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JCR9","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JCR9","0.0","0.0","0.532","0.077","0.0",,"0.0","0.565","0.075"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6QLJ1","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6QLJ1","0.0","0.0","0.532","0.077","0.0",,"0.0","0.565","0.075"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6TR14","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6TR14","0.0","0.0","0.516","0.14","0.0",,"0.0","0.565","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6B424","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6B424","0.0","0.0","0.522","0.0","0.0",,"0.0","0.569","0.137"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6KPH7","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6KPH7","0.0","0.0","0.503","0.139","0.0",,"0.0","0.575","0.087"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MY02","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MY02","0.0","0.0","0.503","0.139","0.0",,"0.0","0.575","0.087"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RNY6","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RNY6","0.0","0.0","0.573","0.066","0.0",,"0.0","0.584","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6PLD2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6PLD2","0.0","0.0","0.573","0.066","0.0",,"0.0","0.584","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6EKL2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6EKL2","0.0","0.0","0.559","0.096","0.0",,"0.0","0.584","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6TXH1","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6TXH1","0.0","0.0","0.573","0.066","0.0",,"0.0","0.584","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6DLE6","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6DLE6","0.0","0.0","0.283","0.109","0.0",,"0.0","0.585","0.404"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JGA4","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6JGA4","0.0","0.0","0.588","0.066","0.0",,"0.0","0.598","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6ERE8","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6ERE8","0.0","0.0","0.586","0.0","0.0",,"0.0","0.598","0.071"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6FJ70","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6FJ70","0.0","0.0","0.573","0.105","0.0",,"0.0","0.601","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MLJ6","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MLJ6","0.0","0.0","0.536","0.137","0.0",,"0.0","0.605","0.094"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6QFM0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6QFM0","0.0","0.0","0.549","0.071","0.0",,"0.0","0.605","0.135"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6I3T7","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6I3T7","0.0","0.0","0.517","0.09","0.0",,"0.0","0.615","0.195"
"pp","4565.A0A2X0SL50 (pp) 4565.W5F5J9","false","pp","4565.A0A2X0SL50 (pp) 4565.W5F5J9","0.0","0.0","0.517","0.09","0.0",,"0.0","0.615","0.195"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6DBD9","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6DBD9","0.0","0.0","0.573","0.14","0.0",,"0.0","0.617","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.W5EYW9","false","pp","4565.A0A2X0SL50 (pp) 4565.W5EYW9","0.0","0.0","0.612","0.0","0.0",,"0.0","0.633","0.094"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YWS2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YWS2","0.0","0.0","0.624","0.087","0.0",,"0.0","0.642","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RFV0","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RFV0","0.0","0.0","0.631","0.076","0.0",,"0.0","0.644","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6C6X1","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6C6X1","0.0","0.0","0.579","0.0","0.0",,"0.0","0.645","0.192"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MWI6","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6MWI6","0.0","0.0","0.542","0.131","0.0",,"0.0","0.651","0.194"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6H0Y4","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6H0Y4","0.0","0.0","0.624","0.112","0.0",,"0.0","0.651","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RFJ8","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6RFJ8","0.0","0.0","0.62","0.064","0.0",,"0.0","0.658","0.118"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6C5B7","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6C5B7","0.0","0.0","0.573","0.067","0.0",,"0.0","0.66","0.216"
"pp","4565.A0A2X0SL50 (pp) 4565.W5D031","false","pp","4565.A0A2X0SL50 (pp) 4565.W5D031","0.0","0.0","0.532","0.152","0.0",,"0.0","0.663","0.221"
"pp","4565.A0A2X0SL50 (pp) 4565.W5D7B2","false","pp","4565.A0A2X0SL50 (pp) 4565.W5D7B2","0.0","0.0","0.542","0.182","0.0",,"0.0","0.671","0.194"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YQB5","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5YQB5","0.0","0.0","0.594","0.138","0.0",,"0.0","0.671","0.136"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6UB60","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6UB60","0.0","0.0","0.457","0.0","0.0",,"0.0","0.682","0.439"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6QHC8","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6QHC8","0.0","0.0","0.687","0.099","0.0",,"0.0","0.705","0.0"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5ZP59","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B5ZP59","0.0","0.0","0.676","0.109","0.0",,"0.0","0.756","0.224"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6BZJ2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6BZJ2","0.0","0.0","0.178","0.685","0.0",,"0.0","0.776","0.207"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6Q8P2","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6Q8P2","0.0","0.0","0.652","0.775","0.0",,"0.0","0.933","0.224"
"pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6HX51","false","pp","4565.A0A2X0SL50 (pp) 4565.A0A3B6HX51","0.0","0.0","0.849","0.903","0.0",,"0.0","0.987","0.224"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6NMH3","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6NMH3","0.048","0.0","0.0","0.141","0.0",,"0.0","0.41","0.337"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6UBU8","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6UBU8","0.128","0.0","0.0","0.113","0.0",,"0.0","0.415","0.305"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6TK40","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6TK40","0.448","0.0","0.0","0.0","0.0",,"0.0","0.448","0.0"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6ILK9","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6ILK9","0.0","0.202","0.0","0.0","0.0",,"0.0","0.475","0.37"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6TMF0","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6TMF0","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6QGG1","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6QGG1","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6HQP7","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6HQP7","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B5ZVP2","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B5ZVP2","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6SCT0","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6SCT0","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6EKU2","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6EKU2","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6H0I9","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6H0I9","0.0","0.0","0.44","0.118","0.0",,"0.0","0.487","0.045"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6PVM4","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6PVM4","0.0","0.0","0.593","0.142","0.0",,"0.0","0.673","0.141"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6C4J6","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6C4J6","0.086","0.0","0.593","0.142","0.0",,"0.0","0.707","0.192"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6NPR7","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6NPR7","0.05","0.0","0.593","0.195","0.0",,"0.0","0.75","0.293"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B5ZXW5","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B5ZXW5","0.05","0.0","0.593","0.195","0.0",,"0.0","0.75","0.293"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6JI91","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6JI91","0.0","0.0","0.684","0.147","0.0",,"0.0","0.793","0.296"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B5Y0J8","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B5Y0J8","0.067","0.0","0.0","0.763","0.0",,"0.0","0.847","0.365"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6ISE0","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6ISE0","0.0","0.0","0.0","0.888","0.0",,"0.0","0.927","0.38"
"pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6QFB3","false","pp","4565.A0A2X0SS35 (pp) 4565.A0A3B6QFB3","0.0","0.052","0.964","0.0","0.0",,"0.0","0.965","0.0"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6HSX0","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6HSX0","0.064","0.0","0.0","0.0","0.0",,"0.0","0.403","0.389"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6FMZ4","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6FMZ4","0.18","0.0","0.0","0.0","0.0",,"0.0","0.419","0.321"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6TRH1","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6TRH1","0.187","0.0","0.0","0.0","0.0",,"0.0","0.424","0.321"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6EQ97","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6EQ97","0.123","0.0","0.0","0.151","0.0",,"0.0","0.43","0.297"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6SEH9","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6SEH9","0.0","0.0","0.0","0.0","0.0",,"0.0","0.444","0.444"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6D496","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6D496","0.0","0.0","0.0","0.389","0.0",,"0.0","0.492","0.204"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6RKD8","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6RKD8","0.183","0.0","0.0","0.166","0.0",,"0.0","0.556","0.402"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6ATM0","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6ATM0","0.0","0.0","0.54","0.0","0.0",,"0.0","0.591","0.149"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6ISE0","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6ISE0","0.0","0.0","0.505","0.138","0.0",,"0.0","0.602","0.143"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6JH59","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6JH59","0.128","0.0","0.505","0.152","0.0",,"0.0","0.602","0.0"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6CEE9","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6CEE9","0.621","0.0","0.0","0.0","0.0",,"0.0","0.621","0.0"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6AZU7","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6AZU7","0.0","0.0","0.595","0.14","0.0",,"0.0","0.679","0.155"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6E9Y2","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B6E9Y2","0.0","0.0","0.595","0.14","0.0",,"0.0","0.679","0.155"
"pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B5YVC7","false","pp","4565.A0A2X0TNX3 (pp) 4565.A0A3B5YVC7","0.0","0.0","0.595","0.14","0.0",,"0.0","0.679","0.155"
