"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6KEK4","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6KEK4","0.0","0.0","0.0","0.0","0.0",,"0.0","0.403","0.403"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6RIT4","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6RIT4","0.0","0.0","0.0","0.0","0.0",,"0.0","0.407","0.407"
"pp","4565.A0A077RA92 (pp) 4565.A0A077S280","false","pp","4565.A0A077RA92 (pp) 4565.A0A077S280","0.0","0.415","0.0","0.0","0.0",,"0.0","0.415","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6PSE1","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6PSE1","0.303","0.2","0.0","0.0","0.0",,"0.0","0.418","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6LIA2","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6LIA2","0.34","0.0","0.0","0.072","0.0",,"0.0","0.424","0.136"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6SHA9","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6SHA9","0.086","0.261","0.0","0.218","0.0",,"0.0","0.425","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6U6R8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6U6R8","0.0","0.428","0.0","0.0","0.0",,"0.0","0.428","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZYH2","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZYH2","0.0","0.43","0.0","0.0","0.0",,"0.0","0.43","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6SHE8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6SHE8","0.126","0.0","0.0","0.234","0.0",,"0.0","0.43","0.217"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6PNC5","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6PNC5","0.0","0.208","0.0","0.0","0.0",,"0.0","0.451","0.336"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5Z5D2","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5Z5D2","0.109","0.415","0.0","0.0","0.0",,"0.0","0.456","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6LQ42","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6LQ42","0.331","0.0","0.0","0.151","0.0",,"0.0","0.458","0.124"
"pp","4565.A0A077RA92 (pp) 4565.A0A077RWE7","false","pp","4565.A0A077RA92 (pp) 4565.A0A077RWE7","0.0","0.219","0.0","0.0","0.0",,"0.0","0.459","0.336"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6IN23","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6IN23","0.121","0.413","0.0","0.0","0.0",,"0.0","0.461","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A2X0S8S0","false","pp","4565.A0A077RA92 (pp) 4565.A0A2X0S8S0","0.0","0.0","0.0","0.0","0.0",,"0.0","0.463","0.463"
"pp","4565.A0A077RA92 (pp) 4565.W5CQ51","false","pp","4565.A0A077RA92 (pp) 4565.W5CQ51","0.121","0.0","0.186","0.0","0.0",,"0.0","0.471","0.321"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6GLM7","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6GLM7","0.121","0.0","0.186","0.0","0.0",,"0.0","0.471","0.321"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6INS2","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6INS2","0.062","0.467","0.0","0.0","0.0",,"0.0","0.478","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZWM8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZWM8","0.0","0.483","0.0","0.0","0.0",,"0.0","0.483","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZMB6","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZMB6","0.0","0.468","0.0","0.078","0.0",,"0.0","0.488","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5YX07","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5YX07","0.251","0.351","0.0","0.0","0.0",,"0.0","0.493","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6SBV3","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6SBV3","0.126","0.0","0.182","0.212","0.0",,"0.0","0.508","0.23"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6PHZ8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6PHZ8","0.126","0.0","0.182","0.212","0.0",,"0.0","0.508","0.23"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6QLH5","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6QLH5","0.34","0.304","0.0","0.0","0.0",,"0.0","0.521","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5YWL9","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5YWL9","0.126","0.0","0.187","0.262","0.0",,"0.0","0.529","0.208"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6SH32","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6SH32","0.126","0.0","0.187","0.262","0.0",,"0.0","0.529","0.208"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6INS0","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6INS0","0.046","0.0","0.53","0.0","0.0",,"0.0","0.532","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRS5","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRS5","0.046","0.0","0.53","0.0","0.0",,"0.0","0.532","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6LQE1","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6LQE1","0.046","0.0","0.53","0.0","0.0",,"0.0","0.532","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6C911","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6C911","0.046","0.0","0.53","0.0","0.0",,"0.0","0.532","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6JFX8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6JFX8","0.092","0.519","0.0","0.0","0.0",,"0.0","0.544","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6C9K5","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6C9K5","0.117","0.512","0.0","0.0","0.0",,"0.0","0.55","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6RNE5","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6RNE5","0.0","0.0","0.0","0.143","0.0",,"0.0","0.604","0.557"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6LDG7","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6LDG7","0.342","0.409","0.0","0.149","0.0",,"0.0","0.645","0.056"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6C5Q1","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6C5Q1","0.513","0.249","0.0","0.121","0.0",,"0.0","0.65","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6IYS8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6IYS8","0.172","0.0","0.182","0.212","0.0",,"0.0","0.661","0.44"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5YZ52","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5YZ52","0.0","0.0","0.526","0.331","0.0",,"0.0","0.669","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5YYX0","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5YYX0","0.0","0.0","0.0","0.65","0.0",,"0.0","0.678","0.118"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6LI12","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6LI12","0.683","0.0","0.0","0.0","0.0",,"0.0","0.683","0.0"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5YZZ3","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5YZZ3","0.25","0.0","0.0","0.176","0.0",,"0.0","0.712","0.572"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZQ18","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5ZQ18","0.092","0.0","0.656","0.0","0.0",,"0.0","0.751","0.269"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6BZV6","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6BZV6","0.0","0.0","0.654","0.109","0.0",,"0.0","0.755","0.271"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6SGY8","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6SGY8","0.0","0.0","0.0","0.721","0.0",,"0.0","0.773","0.223"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRA5","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRA5","0.067","0.0","0.654","0.074","0.0",,"0.0","0.799","0.407"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRQ2","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRQ2","0.067","0.0","0.654","0.074","0.0",,"0.0","0.799","0.407"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRE7","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6IRE7","0.0","0.0","0.0","0.758","0.0",,"0.0","0.801","0.213"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6SRV4","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6SRV4","0.0","0.0","0.0","0.758","0.0",,"0.0","0.807","0.238"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6FEG7","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6FEG7","0.147","0.0","0.0","0.758","0.0",,"0.0","0.823","0.213"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6A0M3","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6A0M3","0.147","0.0","0.0","0.758","0.0",,"0.0","0.823","0.213"
"pp","4565.A0A077RA92 (pp) 4565.A0A077RVK2","false","pp","4565.A0A077RA92 (pp) 4565.A0A077RVK2","0.147","0.0","0.0","0.758","0.0",,"0.0","0.823","0.213"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6FKN4","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6FKN4","0.147","0.0","0.0","0.758","0.0",,"0.0","0.823","0.213"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B5YTZ6","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B5YTZ6","0.503","0.0","0.526","0.0","0.0",,"0.0","0.858","0.446"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6C4W1","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6C4W1","0.0","0.407","0.0","0.721","0.0",,"0.0","0.86","0.223"
"pp","4565.A0A077RA92 (pp) 4565.A0A3B6H5D0","false","pp","4565.A0A077RA92 (pp) 4565.A0A3B6H5D0","0.902","0.0","0.056","0.0","0.0",,"0.0","0.948","0.484"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6C990","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6C990","0.0","0.0","0.0","0.0","0.0",,"0.168","0.408","0.318"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6PHV5","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6PHV5","0.339","0.0","0.0","0.0","0.0",,"0.15","0.414","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6CH95","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6CH95","0.091","0.0","0.0","0.0","0.0",,"0.168","0.44","0.32"
"pp","4565.A0A077RF25 (pp) 4565.A0A077RSI3","false","pp","4565.A0A077RF25 (pp) 4565.A0A077RSI3","0.0","0.0","0.0","0.0","0.0",,"0.0","0.444","0.444"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6MJQ8","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6MJQ8","0.0","0.0","0.0","0.0","0.0",,"0.0","0.448","0.448"
"pp","4565.A0A077RF25 (pp) 4565.F8WTQ6","false","pp","4565.A0A077RF25 (pp) 4565.F8WTQ6","0.0","0.0","0.0","0.0","0.0",,"0.0","0.457","0.458"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6TQD5","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6TQD5","0.091","0.0","0.0","0.0","0.0",,"0.16","0.457","0.346"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6B2N9","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6B2N9","0.13","0.0","0.0","0.0","0.0",,"0.0","0.458","0.403"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6LGQ5","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6LGQ5","0.221","0.0","0.0","0.0","0.0",,"0.144","0.472","0.272"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6N1I9","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6N1I9","0.185","0.0","0.0","0.0","0.0",,"0.171","0.488","0.304"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6LQV0","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6LQV0","0.0","0.0","0.0","0.0","0.0",,"0.171","0.502","0.425"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6KGJ0","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6KGJ0","0.068","0.0","0.0","0.094","0.0",,"0.171","0.515","0.389"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6QDQ5","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6QDQ5","0.128","0.0","0.0","0.0","0.0",,"0.171","0.521","0.391"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6KJT3","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6KJT3","0.07","0.0","0.0","0.0","0.0",,"0.171","0.525","0.434"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6LW64","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6LW64","0.341","0.0","0.0","0.0","0.0",,"0.0","0.533","0.321"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6JDC9","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6JDC9","0.341","0.0","0.0","0.0","0.0",,"0.0","0.533","0.321"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5Z077","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5Z077","0.0","0.0","0.516","0.0","0.0",,"0.0","0.534","0.077"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6PN69","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6PN69","0.0","0.0","0.516","0.0","0.0",,"0.0","0.534","0.077"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6SKU2","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6SKU2","0.0","0.0","0.516","0.0","0.0",,"0.0","0.534","0.077"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6IQL4","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6IQL4","0.0","0.0","0.502","0.0","0.0",,"0.112","0.538","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6IM05","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6IM05","0.0","0.0","0.299","0.105","0.0",,"0.169","0.543","0.227"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6PL93","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6PL93","0.0","0.0","0.299","0.105","0.0",,"0.169","0.543","0.227"
"pp","4565.A0A077RF25 (pp) 4565.A0A1D5WW05","false","pp","4565.A0A077RF25 (pp) 4565.A0A1D5WW05","0.0","0.0","0.299","0.105","0.0",,"0.169","0.543","0.227"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6ITJ8","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6ITJ8","0.0","0.0","0.299","0.105","0.0",,"0.169","0.543","0.227"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6JRI8","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6JRI8","0.0","0.0","0.511","0.0","0.0",,"0.112","0.547","0.0"
"pp","4565.A0A077RF25 (pp) 4565.W5D5Q6","false","pp","4565.A0A077RF25 (pp) 4565.W5D5Q6","0.0","0.0","0.511","0.0","0.0",,"0.112","0.547","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZTV6","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZTV6","0.0","0.0","0.511","0.0","0.0",,"0.112","0.547","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6LWC1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6LWC1","0.0","0.0","0.511","0.0","0.0",,"0.112","0.547","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6KKJ7","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6KKJ7","0.0","0.0","0.511","0.0","0.0",,"0.112","0.547","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6JQQ6","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6JQQ6","0.34","0.0","0.0","0.0","0.0",,"0.167","0.549","0.246"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZUT6","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZUT6","0.339","0.0","0.0","0.0","0.0",,"0.131","0.565","0.305"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6CBP2","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6CBP2","0.339","0.0","0.0","0.0","0.0",,"0.131","0.565","0.305"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6NUI8","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6NUI8","0.339","0.0","0.0","0.0","0.0",,"0.131","0.565","0.305"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5YYN4","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5YYN4","0.264","0.0","0.0","0.0","0.0",,"0.17","0.572","0.356"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6CB46","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6CB46","0.264","0.0","0.0","0.0","0.0",,"0.17","0.572","0.356"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6QFF5","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6QFF5","0.264","0.0","0.0","0.0","0.0",,"0.17","0.572","0.356"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6KHC1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6KHC1","0.278","0.0","0.0","0.0","0.0",,"0.0","0.582","0.446"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6GUQ0","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6GUQ0","0.342","0.0","0.0","0.0","0.0",,"0.16","0.582","0.305"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6C6Q7","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6C6Q7","0.341","0.0","0.0","0.0","0.0",,"0.144","0.585","0.325"
"pp","4565.A0A077RF25 (pp) 4565.W5BEC0","false","pp","4565.A0A077RF25 (pp) 4565.W5BEC0","0.279","0.0","0.0","0.0","0.0",,"0.167","0.604","0.395"
"pp","4565.A0A077RF25 (pp) 4565.Q58QF6","false","pp","4565.A0A077RF25 (pp) 4565.Q58QF6","0.339","0.0","0.0","0.0","0.0",,"0.203","0.612","0.324"
"pp","4565.A0A077RF25 (pp) 4565.W5CR85","false","pp","4565.A0A077RF25 (pp) 4565.W5CR85","0.0","0.0","0.551","0.0","0.0",,"0.0","0.617","0.184"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6DGQ9","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6DGQ9","0.0","0.0","0.571","0.0","0.0",,"0.152","0.62","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6LRA1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6LRA1","0.636","0.0","0.0","0.0","0.0",,"0.17","0.72","0.15"
"pp","4565.A0A077RF25 (pp) 4565.A0A2X0S9K6","false","pp","4565.A0A077RF25 (pp) 4565.A0A2X0S9K6","0.0","0.0","0.751","0.0","0.0",,"0.144","0.777","0.0"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6CF35","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6CF35","0.0","0.0","0.745","0.0","0.0",,"0.157","0.788","0.094"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6LIM9","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6LIM9","0.0","0.0","0.745","0.0","0.0",,"0.157","0.788","0.094"
"pp","4565.A0A077RF25 (pp) 4565.A0A1D5UXJ3","false","pp","4565.A0A077RF25 (pp) 4565.A0A1D5UXJ3","0.0","0.0","0.745","0.0","0.0",,"0.157","0.788","0.094"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZSF0","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZSF0","0.0","0.0","0.751","0.0","0.0",,"0.169","0.805","0.136"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6QLJ1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6QLJ1","0.121","0.0","0.745","0.0","0.0",,"0.172","0.809","0.094"
"pp","4565.A0A077RF25 (pp) 4565.W5CQ20","false","pp","4565.A0A077RF25 (pp) 4565.W5CQ20","0.735","0.0","0.0","0.0","0.0",,"0.174","0.821","0.251"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6PHN1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6PHN1","0.694","0.0","0.0","0.0","0.0",,"0.172","0.821","0.351"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6HTK1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6HTK1","0.684","0.0","0.0","0.0","0.0",,"0.0","0.823","0.465"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5Y2C2","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5Y2C2","0.691","0.0","0.0","0.0","0.0",,"0.158","0.851","0.475"
"pp","4565.A0A077RF25 (pp) 4565.B0EVI8","false","pp","4565.A0A077RF25 (pp) 4565.B0EVI8","0.0","0.0","0.724","0.0","0.0",,"0.174","0.874","0.494"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZRV5","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B5ZRV5","0.0","0.0","0.784","0.0","0.0",,"0.171","0.884","0.405"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6PNX4","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6PNX4","0.0","0.0","0.877","0.0","0.0",,"0.0","0.89","0.149"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6SFG1","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6SFG1","0.838","0.0","0.0","0.0","0.0",,"0.172","0.92","0.454"
"pp","4565.A0A077RF25 (pp) 4565.W5C5L5","false","pp","4565.A0A077RF25 (pp) 4565.W5C5L5","0.838","0.0","0.0","0.0","0.0",,"0.172","0.92","0.454"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6IT32","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6IT32","0.105","0.0","0.869","0.0","0.0",,"0.171","0.93","0.365"
"pp","4565.A0A077RF25 (pp) 4565.A0A3B6C6S4","false","pp","4565.A0A077RF25 (pp) 4565.A0A3B6C6S4","0.877","0.508","0.877","0.0","0.0",,"0.172","0.996","0.466"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6MRA5","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6MRA5","0.0","0.396","0.0","0.064","0.0",,"0.0","0.41","0.0"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6THT0","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6THT0","0.0","0.42","0.0","0.0","0.0",,"0.0","0.42","0.0"
"pp","4565.A0A077RF27 (pp) 4565.W5CXP5","false","pp","4565.A0A077RF27 (pp) 4565.W5CXP5","0.0","0.0","0.527","0.138","0.0",,"0.0","0.616","0.136"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6REQ9","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6REQ9","0.0","0.0","0.527","0.138","0.0",,"0.0","0.616","0.136"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6MUP5","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6MUP5","0.0","0.0","0.584","0.0","0.0",,"0.0","0.628","0.144"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6MUY9","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6MUY9","0.0","0.0","0.584","0.0","0.0",,"0.0","0.628","0.144"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6CB08","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6CB08","0.0","0.0","0.516","0.0","0.0",,"0.0","0.631","0.27"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6JLV1","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6JLV1","0.0","0.0","0.596","0.0","0.0",,"0.0","0.635","0.135"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6CBL0","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6CBL0","0.0","0.0","0.596","0.0","0.0",,"0.0","0.635","0.135"
"pp","4565.A0A077RF27 (pp) 4565.A0A077RWI8","false","pp","4565.A0A077RF27 (pp) 4565.A0A077RWI8","0.0","0.0","0.55","0.084","0.0",,"0.0","0.639","0.195"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6LIA2","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6LIA2","0.064","0.0","0.596","0.0","0.0",,"0.0","0.644","0.135"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6SH91","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6SH91","0.0","0.0","0.642","0.0","0.0",,"0.0","0.651","0.066"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B5Z2I9","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B5Z2I9","0.0","0.0","0.642","0.0","0.0",,"0.0","0.651","0.066"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6PJL2","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6PJL2","0.0","0.0","0.642","0.0","0.0",,"0.0","0.651","0.066"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6SJ75","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6SJ75","0.0","0.0","0.642","0.0","0.0",,"0.0","0.651","0.066"
"pp","4565.A0A077RF27 (pp) 4565.A0A1D5UIJ5","false","pp","4565.A0A077RF27 (pp) 4565.A0A1D5UIJ5","0.0","0.0","0.642","0.0","0.0",,"0.0","0.651","0.066"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6LW86","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6LW86","0.063","0.0","0.527","0.138","0.0",,"0.0","0.652","0.198"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6LI69","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6LI69","0.0","0.0","0.65","0.074","0.0",,"0.0","0.664","0.047"
"pp","4565.A0A077RF27 (pp) 4565.A0A3B6ILP3","false","pp","4565.A0A077RF27 (pp) 4565.A0A3B6ILP3","0.0","0.0","0.686","0.0","0.0",,"0.0","0.694","0.066"
